"","collector_name_s","date_mm_dd_yyyy","time_of_collection_hh_mm_24_hour_clock","route_shift","route_name","building_name","any_birds_found_on_route_shift","building_face_direction","species","found_dead_alive","bird_brought_to","picture_url_google_photos_album","notes","x14","x15","x16"
"322","Rachel Skinner",2019-10-17,14:15:00,"PM","Other (explain in notes)","Temple Hoyne Buell Hall_339","Yes","West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNJ_qa7JagAnpv45eGxMjunaH_VqVnpqs6qpYig?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found below the large window bank that runs down the west side of the building",NA,NA,NA
"323","Colin Dobson",2019-10-17,08:10:00,"AM","Other (explain in notes)","Electrical and Computer Engineering_409","Yes","South","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA,NA
"324","Colin Dobson",2019-10-17,08:15:00,"AM","Other (explain in notes)","Electrical and Computer Engineering_409","Yes","East","Swamp Sparrow_Melospiza georgiana","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA,NA
"325","Colin Dobson",2019-10-17,08:20:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","West","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA,NA
"326","Rachel Skinner",2019-10-17,18:05:00,"PM","Other (explain in notes)","Beckman Institute_228","Yes","East","Northern Flicker_Colaptes auratus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMF1OJPH68MEnmlufmqQZbQNNV9uQtc3iPOXcME?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Both this bird and the one below were found below the east face of the paviliion overpass",NA,NA,NA
"327","Rachel Skinner",2019-10-17,18:05:00,"PM","Other (explain in notes)","Beckman Institute_228","Yes","East",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPsaIRN_UqVt3MNdi0-FGJEpHy4oc2BvDY88Zs4?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"328","Colin Dobson",2019-10-18,08:40:00,"AM","Other (explain in notes)","Beckman Institute_228","Yes","West","Hermit Thrush_Catharus guttatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA,NA
"329","Rachel Skinner",2019-10-18,18:24:00,"PM","N/A","Beckman Institute_228","Yes","West",NA,"Dead","Did not pickup (explain in notes)","https://photos.google.com/photo/AF1QipOcMsETg5Pu260tH-_a9RxMWx714_haCTXKHnni","was in very poor condition",NA,NA,NA
"330","Rachel Skinner",2019-10-18,18:18:00,"PM","N/A","Siebel Center for Computer Science_563","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipO6vLrGWCue4hFfwteUcejV-ZIFmpddCAXlFm25",NA,NA,NA,NA
"331","Rachel Skinner",2019-10-18,17:47:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","North","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipO63mrJG2g0i9Szffs_P4TAHVepjWruBtMzbw_7",NA,NA,NA,NA
"332","Rachel Skinner",2019-10-18,17:48:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","North","American Robin_Turdus migratorius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNQJLxCMsOI_W3Uqim3ilDSuPCyIHUToko0Xctc",NA,NA,NA,NA
"333","Rachel Skinner",2019-10-18,17:37:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","North","Golden-crowned Kinglet_Regulus satrapa","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNCcJEhAVxRs520xnEoPiEpcqLSG8kjreIpqnGp",NA,NA,NA,NA
"334","Rachel Skinner",2019-10-19,13:27:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","North",NA,"Alive","Bird flew away","https://photos.google.com/photo/AF1QipO7uvalmic65NeEy4_6KfhUwmv2xHOWp6dChhWj",NA,NA,NA,NA
"335","Rachel Skinner",2019-10-19,13:18:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","East","Brown Creeper_Certhia americana","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOz0sgQ0H4UlgYFh8EqT6vx7K9kReokOZz3jwcv",NA,NA,NA,NA
"336","Rachel Skinner",2019-10-19,12:44:00,"PM","N/A","Electrical and Computer Engineering_409","Yes","West","Brown Creeper_Certhia americana","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOTzEX618IE_t1pH25qg7d7yVWz2QXYfZewzZPK",NA,NA,NA,NA
"337","Rachel Skinner",2019-10-23,17:55:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","South","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOfvvPXh1Qtd4-Ql9lwGBX1vkpXPhQj_HnJH_9w",NA,NA,NA,NA
"338","Rachel Skinner",2019-10-23,17:55:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","South","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOfvvPXh1Qtd4-Ql9lwGBX1vkpXPhQj_HnJH_9w",NA,NA,NA,NA
"339","Rachel Skinner",2019-10-23,17:55:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","South","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOfvvPXh1Qtd4-Ql9lwGBX1vkpXPhQj_HnJH_9w",NA,NA,NA,NA
"340","Rachel Skinner",2019-10-23,17:39:00,"PM","N/A","Beckman Institute_228","Yes","West","Blue-headed Vireo_Vireo solitarius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPT3reNsmv7stL1EAudzDnfVtkeS31_hbIynFJC?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"341","Rachel Skinner",2019-10-23,17:39:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPT3reNsmv7stL1EAudzDnfVtkeS31_hbIynFJC?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"342","Rachel Skinner",2019-10-23,17:39:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPT3reNsmv7stL1EAudzDnfVtkeS31_hbIynFJC?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"343","Rachel Skinner",2019-10-23,17:39:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPT3reNsmv7stL1EAudzDnfVtkeS31_hbIynFJC?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"344","Rachel Skinner",2019-10-23,17:39:00,"PM","N/A","Beckman Institute_228","Yes","East","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOawdrMdzoarUXF4_LGEJxlY30blgskhuQeGtel",NA,NA,NA,NA
"345","Rachel Skinner",2019-10-23,12:15:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMKAc90dAf7HeAYv9xTTtoS-5F30FpiMmjWMdUl",NA,NA,NA,NA
"346","Rachel Skinner",2019-10-23,12:15:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Did not pickup (explain in notes)","https://photos.google.com/photo/AF1QipNYNgTyl22ZbNSMtmqKrx23fNyUubzYjFNnDR0a","was not in great condition",NA,NA,NA
"347","Rachel Skinner",2019-10-23,12:15:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipPW6OUVD6If7QM3ZyNoxA01Br5PSoA7txDzt9ns",NA,NA,NA,NA
"348","Rachel Skinner",2019-10-23,12:15:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","North","Golden-crowned Kinglet_Regulus satrapa","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMAB8mrxHuFeq90cnXQtZuBENhiE5RZ1-tDtNp1?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA,NA
"349","Rachel Skinner",2019-10-23,12:15:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","North","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMEorfzmNPwwcDueywNlRLtGVDcFlpLGdVVPJ9m",NA,NA,NA,NA
"350","Rachel Skinner",2019-10-23,12:15:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","North","Eastern Towhee_Pipilo erythrophthalmus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMFySdZ6nXLNiHp__obGRGCa60-mkKLxPYtXl8b",NA,NA,NA,NA
"351","Rachel Skinner",2019-10-24,16:14:00,"PM","N/A","Temple Hoyne Buell Hall_339","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Alive","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMJhHWgn1jCu1YutDNv3kbyxKB3FU8O77ihL3pb","Bird injured and euthanized
",NA,NA,NA
"352","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOUbM42ach5K3w3LrlGTdkxWgCozkVhVNKdnpGr",NA,NA,NA,NA
"353","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","East","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOop544p0AK-8FUUdNGfCCy2NbPhD4SGXAmTEyF",NA,NA,NA,NA
"354","Rachel Skinner",NA,13:54:00,"PM","N/A","Beckman Institute_228","Yes","East","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOop544p0AK-8FUUdNGfCCy2NbPhD4SGXAmTEyF",NA,NA,NA,NA
"355","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","East","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOop544p0AK-8FUUdNGfCCy2NbPhD4SGXAmTEyF",NA,NA,NA,NA
"356","Rachel Skinner",NA,13:54:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNmXiIzSO9Cu5tHFKj22AAE6u_CAYkopckg4BZV",NA,NA,NA,NA
"357","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOiuSYFBEm4c18VGJZgy6IRSueBTCKb2rzgBE-a",NA,NA,NA,NA
"358","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMlh9lFED8F-kWW9uhaxmWovwQgDqnmX13yFh4P",NA,NA,NA,NA
"359","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNe_8bpeUEAVlpcKN1qkl7C0sknO6pYi0mIMxm6",NA,NA,NA,NA
"360","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","East",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipPWAyrRfBjUCXiDWBzG7BGExfCI9QtGZ95fPKd7",NA,NA,NA,NA
"361","Rachel Skinner",2019-10-25,13:54:00,"PM","N/A","Beckman Institute_228","Yes","East","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMouSqkYu8gI3Xasi2VKu515nUVwjD28Nj1ADLf
",NA,NA,NA,NA
"362","Rachel Skinner",2019-11-06,11:00:00,"AM","N/A","Temple Hoyne Buell Hall_339","Yes","South",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipOomMeU_Sndik8P6oSOFCw8UWvSRiJ_TrPXDxJB",NA,NA,NA,NA
"363","Rachel Skinner",2019-11-06,11:00:00,"AM","N/A","Temple Hoyne Buell Hall_339","Yes","West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMmAf5rWFmBHkkuja0e-DO7LTYnRDaNRWKBQfzt",NA,NA,NA,NA
"364","Rachel Skinner",2019-11-06,11:00:00,"AM","N/A","Temple Hoyne Buell Hall_339","Yes","West","Dark-eyed Junco_Junco hyemalis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipMd9euRE9hsuCipJLct78VfBJElncABSZsiQ2WW",NA,NA,NA,NA
"365","Rachel Skinner",2019-11-06,11:00:00,"AM","N/A","Temple Hoyne Buell Hall_339","Yes","West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipPUzIHMrJ87irS7MztnAxc6zSRJWzSQ487dI0cZ",NA,NA,NA,NA
"366","Rachel Skinner",2019-11-06,11:00:00,"AM","N/A","Temple Hoyne Buell Hall_339","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipM2XJgtwojKnL4E8m_DVBGj-B5vjBWL11bPzE0b",NA,NA,NA,NA
"367","Sarai Stuart",2019-11-11,08:49:00,"AM","N/A","Carl R. Woese Institute for Genomic Biology_1080","Yes","South","White-throated Sparrow_Zonotrichia albicollis","Dead",NA,"https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPvF_n9D97hpuFJts_HNVQ79AeBu6E8eYKswGeK?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Found near IGB Gatehouse",NA,NA,NA
"368","Alec Luro",2019-11-06,17:30:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","West","American Robin_Turdus migratorius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPM5x7kKWwKEhGHWJ5Pc_QS0i7oOR-e03eJxIR9?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","North Entrance Windows Stairwell",NA,NA,NA
"369","Alec Luro",2019-11-06,17:30:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","West","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOsOKnBPoabOlvkigJ478ksaPyxG4t8CqSTc4j8?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","North Entrance Windows Stairwell",NA,NA,NA
"370","Alec Luro",2019-11-06,17:30:00,"PM","N/A","Agricultural Engineering Sciences Building_8","Yes","West","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMksNYO_vmsevXMrFi1xMWPAIh6d8mDFyolwqKv?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","North Entrance Windows Stairwell",NA,NA,NA
"371","Alec Luro",2019-10-26,11:50:00,"AM","N/A","Beckman Institute_228","Yes","South","Brown Creeper_Certhia americana","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMDJucFiWYgigu_JpHk1BVHlnWdkAPM6yeUIe8F?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Beckman entrance catwalk",NA,NA,NA
"372","Alec Luro",2019-10-26,11:50:00,"AM","N/A","Beckman Institute_228","Yes","South","Hermit Thrush_Catharus guttatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN99A-xJsfhfNbetkknEidlaLpxD7Z-HcFzrw2d?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Beckman entrance catwalk",NA,NA,NA
"373","Alec Luro",2019-10-26,11:50:00,"AM","N/A","Beckman Institute_228","Yes","South","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOC9PFr-0BDk6oMhif_dyAyI8vmGdTvpHU1CpGu?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Beckman entrance catwalk",NA,NA,NA
